Country,Date,Cases
Monaco,2020-02-18,0
Katar,2020-02-18,0
Ecuador,2020-02-18,0
Aserbaidschan,2020-02-18,0
Armenien,2020-02-18,0
Dominikanische Republik,2020-02-18,0
Indonesien,2020-02-18,0
Portugal,2020-02-18,0
Andorra,2020-02-18,0
Lettland,2020-02-18,0
Marokko,2020-02-18,0
Saudi Arabien,2020-02-18,0
Senegal,2020-02-18,0
Argentinien,2020-02-18,0
Chile,2020-02-18,0
Jordanien,2020-02-18,0
Ukraine,2020-02-18,0
Ungarn,2020-02-18,0
Liechtenstein,2020-02-18,0
Polen,2020-02-18,0
Tunesien,2020-02-18,0
Bosnien und Herzegowina,2020-02-18,0
Slowenien,2020-02-18,0
Südafrika,2020-02-18,0
Bhutan,2020-02-18,0
Kamerun,2020-02-18,0
Kolumbien,2020-02-18,0
Costa Rica,2020-02-18,0
Peru,2020-02-18,0
Serbien,2020-02-18,0
Slowakei,2020-02-18,0
Togo,2020-02-18,0
Malta,2020-02-18,0
Martinique,2020-02-18,0
Bulgarien,2020-02-18,0
Malediven,2020-02-18,0
Bangladesch,2020-02-18,0
Paraguay,2020-02-18,0
Albanien,2020-02-18,0
Zypern,2020-02-18,0
Brunei Darussalam,2020-02-18,0
Vereinigte Staaten,2020-02-18,13
Burkina Faso,2020-02-18,0
Vatikanstaat,2020-02-18,0
Mongolei,2020-02-18,0
Panama,2020-02-18,0
China,2020-02-18,74211
Iran,2020-02-18,0
Südkorea,2020-02-18,31
Frankreich,2020-02-18,12
NA,2020-02-18,542
Dänemark,2020-02-18,0
Tschechische Republik,2020-02-18,0
Taiwan,2020-02-18,22
Vietnam,2020-02-18,16
Russische Föderation,2020-02-18,2
Republik Moldau,2020-02-18,0
Bolivien,2020-02-18,0
Honduras,2020-02-18,0
Großbritannien,2020-02-18,9
Demokratische Republik Kongo,2020-02-18,0
Elfenbeinküste,2020-02-18,0
Jamaika,2020-02-18,0
Reunion,2020-02-18,0
Türkei,2020-02-18,0
Kuba,2020-02-18,0
Guyana,2020-02-18,0
Kasachstan,2020-02-18,0
Cayman Inseln,2020-02-18,0
Guadeloupe,2020-02-18,0
Äthiopien,2020-02-18,0
Sudan,2020-02-18,0
Guinea,2020-02-18,0
Aruba,2020-02-18,0
Kenia,2020-02-18,0
Antigua und Barbuda,2020-02-18,0
Uruguay,2020-02-18,0
Ghana,2020-02-18,0
Jersey,2020-02-18,0
Namibia,2020-02-18,0
Seychellen,2020-02-18,0
Trinidad und Tobago,2020-02-18,0
Venezuela,2020-02-18,0
Curacao,2020-02-18,0
Swasiland,2020-02-18,0
Gabun,2020-02-18,0
Guatemala,2020-02-18,0
Guernsey,2020-02-18,0
Mauretanien,2020-02-18,0
Ruanda,2020-02-18,0
Saint Lucia,2020-02-18,0
St. Vincent und die Grenadinen,2020-02-18,0
Surinam,2020-02-18,0
Palästina,2020-02-18,0
Kosovo,2020-02-18,0
Zentralafrikanische Republik,2020-02-18,0
Kongo,2020-02-18,0
Äquatorialguinea,2020-02-18,0
Usbekistan,2020-02-18,0
Thailand,2020-02-19,35
Japan,2020-02-19,84
Singapur,2020-02-19,84
Nepal,2020-02-19,1
Malaysia,2020-02-19,22
Kanada,2020-02-19,8
Australien,2020-02-19,15
Kambodscha,2020-02-19,1
Sri Lanka,2020-02-19,1
Deutschland,2020-02-19,16
Finnland,2020-02-19,1
Vereinigte Arabische Emirate,2020-02-19,9
Philippinen,2020-02-19,3
Indien,2020-02-19,3
Italien,2020-02-19,3
Schweden,2020-02-19,1
Spanien,2020-02-19,2
Belgien,2020-02-19,1
Ägypten,2020-02-19,1
Libanon,2020-02-19,0
Irak,2020-02-19,0
Oman,2020-02-19,0
Afghanistan,2020-02-19,0
Bahrain,2020-02-19,0
Kuwait,2020-02-19,0
Algerien,2020-02-19,0
Kroatien,2020-02-19,0
Schweiz,2020-02-19,0
Österreich,2020-02-19,0
Israel,2020-02-19,0
Pakistan,2020-02-19,0
Brasilien,2020-02-19,0
Georgien,2020-02-19,0
Griechenland,2020-02-19,0
Mazedonien,2020-02-19,0
Norwegen,2020-02-19,0
Rumänien,2020-02-19,0
Estland,2020-02-19,0
Niederlande,2020-02-19,0
San Marino,2020-02-19,0
Weißrussland,2020-02-19,0
Island,2020-02-19,0
Litauen,2020-02-19,0
Mexiko,2020-02-19,0
Neuseeland,2020-02-19,0
Nigeria,2020-02-19,0
Irland,2020-02-19,0
Luxemburg,2020-02-19,0
Monaco,2020-02-19,0
Katar,2020-02-19,0
Ecuador,2020-02-19,0
Aserbaidschan,2020-02-19,0
Armenien,2020-02-19,0
Dominikanische Republik,2020-02-19,0
Indonesien,2020-02-19,0
Portugal,2020-02-19,0
Andorra,2020-02-19,0
Lettland,2020-02-19,0
Marokko,2020-02-19,0
Saudi Arabien,2020-02-19,0
Senegal,2020-02-19,0
Argentinien,2020-02-19,0
Chile,2020-02-19,0
Jordanien,2020-02-19,0
Ukraine,2020-02-19,0
Ungarn,2020-02-19,0
Liechtenstein,2020-02-19,0
Polen,2020-02-19,0
Tunesien,2020-02-19,0
Bosnien und Herzegowina,2020-02-19,0
Slowenien,2020-02-19,0
Südafrika,2020-02-19,0
Bhutan,2020-02-19,0
Kamerun,2020-02-19,0
Kolumbien,2020-02-19,0
Costa Rica,2020-02-19,0
Peru,2020-02-19,0
Serbien,2020-02-19,0
Slowakei,2020-02-19,0
Togo,2020-02-19,0
Malta,2020-02-19,0
Martinique,2020-02-19,0
Bulgarien,2020-02-19,0
Malediven,2020-02-19,0
Bangladesch,2020-02-19,0
Paraguay,2020-02-19,0
Albanien,2020-02-19,0
Zypern,2020-02-19,0
Brunei Darussalam,2020-02-19,0
Vereinigte Staaten,2020-02-19,13
Burkina Faso,2020-02-19,0
Vatikanstaat,2020-02-19,0
Mongolei,2020-02-19,0
Panama,2020-02-19,0
China,2020-02-19,74619
Iran,2020-02-19,2
Südkorea,2020-02-19,31
Frankreich,2020-02-19,12
NA,2020-02-19,621
Dänemark,2020-02-19,0
Tschechische Republik,2020-02-19,0
Taiwan,2020-02-19,23
Vietnam,2020-02-19,16
Russische Föderation,2020-02-19,2
Republik Moldau,2020-02-19,0
Bolivien,2020-02-19,0
Honduras,2020-02-19,0
Großbritannien,2020-02-19,9
Demokratische Republik Kongo,2020-02-19,0
Elfenbeinküste,2020-02-19,0
Jamaika,2020-02-19,0
Reunion,2020-02-19,0
Türkei,2020-02-19,0
Kuba,2020-02-19,0
Guyana,2020-02-19,0
Kasachstan,2020-02-19,0
Cayman Inseln,2020-02-19,0
Guadeloupe,2020-02-19,0
Äthiopien,2020-02-19,0
Sudan,2020-02-19,0
Guinea,2020-02-19,0
Aruba,2020-02-19,0
Kenia,2020-02-19,0
Antigua und Barbuda,2020-02-19,0
Uruguay,2020-02-19,0
Ghana,2020-02-19,0
Jersey,2020-02-19,0
Namibia,2020-02-19,0
Seychellen,2020-02-19,0
Trinidad und Tobago,2020-02-19,0
Venezuela,2020-02-19,0
Curacao,2020-02-19,0
Swasiland,2020-02-19,0
Gabun,2020-02-19,0
Guatemala,2020-02-19,0
Guernsey,2020-02-19,0
Mauretanien,2020-02-19,0
Ruanda,2020-02-19,0
Saint Lucia,2020-02-19,0
St. Vincent und die Grenadinen,2020-02-19,0
Surinam,2020-02-19,0
Palästina,2020-02-19,0
Kosovo,2020-02-19,0
Zentralafrikanische Republik,2020-02-19,0
Kongo,2020-02-19,0
Äquatorialguinea,2020-02-19,0
Usbekistan,2020-02-19,0
Thailand,2020-02-20,35
Japan,2020-02-20,94
Singapur,2020-02-20,84
Nepal,2020-02-20,1
Malaysia,2020-02-20,22
Kanada,2020-02-20,8
Australien,2020-02-20,15
Kambodscha,2020-02-20,1
Sri Lanka,2020-02-20,1
Deutschland,2020-02-20,16
Finnland,2020-02-20,1
Vereinigte Arabische Emirate,2020-02-20,9
Philippinen,2020-02-20,3
Indien,2020-02-20,3
Italien,2020-02-20,3
Schweden,2020-02-20,1
Spanien,2020-02-20,2
Belgien,2020-02-20,1
Ägypten,2020-02-20,1
Libanon,2020-02-20,0
Irak,2020-02-20,0
Oman,2020-02-20,0
Afghanistan,2020-02-20,0
Bahrain,2020-02-20,0
Kuwait,2020-02-20,0
Algerien,2020-02-20,0
Kroatien,2020-02-20,0
Schweiz,2020-02-20,0
Österreich,2020-02-20,0
Israel,2020-02-20,0
Pakistan,2020-02-20,0
Brasilien,2020-02-20,0
Georgien,2020-02-20,0
Griechenland,2020-02-20,0
Mazedonien,2020-02-20,0
Norwegen,2020-02-20,0
Rumänien,2020-02-20,0
Estland,2020-02-20,0
Niederlande,2020-02-20,0
San Marino,2020-02-20,0
Weißrussland,2020-02-20,0
Island,2020-02-20,0
Litauen,2020-02-20,0
Mexiko,2020-02-20,0
Neuseeland,2020-02-20,0
Nigeria,2020-02-20,0
Irland,2020-02-20,0
Luxemburg,2020-02-20,0
Monaco,2020-02-20,0
Katar,2020-02-20,0
Ecuador,2020-02-20,0
Aserbaidschan,2020-02-20,0
Armenien,2020-02-20,0
Dominikanische Republik,2020-02-20,0
Indonesien,2020-02-20,0
Portugal,2020-02-20,0
Andorra,2020-02-20,0
Lettland,2020-02-20,0
Marokko,2020-02-20,0
Saudi Arabien,2020-02-20,0
Senegal,2020-02-20,0
Argentinien,2020-02-20,0
Chile,2020-02-20,0
Jordanien,2020-02-20,0
Ukraine,2020-02-20,0
Ungarn,2020-02-20,0
Liechtenstein,2020-02-20,0
Polen,2020-02-20,0
Tunesien,2020-02-20,0
Bosnien und Herzegowina,2020-02-20,0
Slowenien,2020-02-20,0
Südafrika,2020-02-20,0
Bhutan,2020-02-20,0
Kamerun,2020-02-20,0
Kolumbien,2020-02-20,0
Costa Rica,2020-02-20,0
Peru,2020-02-20,0
Serbien,2020-02-20,0
Slowakei,2020-02-20,0
Togo,2020-02-20,0
Malta,2020-02-20,0
Martinique,2020-02-20,0
Bulgarien,2020-02-20,0
Malediven,2020-02-20,0
Bangladesch,2020-02-20,0
Paraguay,2020-02-20,0
Albanien,2020-02-20,0
Zypern,2020-02-20,0
Brunei Darussalam,2020-02-20,0
Vereinigte Staaten,2020-02-20,13
Burkina Faso,2020-02-20,0
Vatikanstaat,2020-02-20,0
Mongolei,2020-02-20,0
Panama,2020-02-20,0
China,2020-02-20,75077
Iran,2020-02-20,5
Südkorea,2020-02-20,104
Frankreich,2020-02-20,12
NA,2020-02-20,634
Dänemark,2020-02-20,0
Tschechische Republik,2020-02-20,0
Taiwan,2020-02-20,24
Vietnam,2020-02-20,16
Russische Föderation,2020-02-20,2
Republik Moldau,2020-02-20,0
Bolivien,2020-02-20,0
Honduras,2020-02-20,0
Großbritannien,2020-02-20,9
Demokratische Republik Kongo,2020-02-20,0
Elfenbeinküste,2020-02-20,0
Jamaika,2020-02-20,0
Reunion,2020-02-20,0
Türkei,2020-02-20,0
Kuba,2020-02-20,0
Guyana,2020-02-20,0
Kasachstan,2020-02-20,0
Cayman Inseln,2020-02-20,0
Guadeloupe,2020-02-20,0
Äthiopien,2020-02-20,0
Sudan,2020-02-20,0
Guinea,2020-02-20,0
Aruba,2020-02-20,0
Kenia,2020-02-20,0
Antigua und Barbuda,2020-02-20,0
Uruguay,2020-02-20,0
Ghana,2020-02-20,0
Jersey,2020-02-20,0
Namibia,2020-02-20,0
Seychellen,2020-02-20,0
Trinidad und Tobago,2020-02-20,0
Venezuela,2020-02-20,0
Curacao,2020-02-20,0
Swasiland,2020-02-20,0
Gabun,2020-02-20,0
Guatemala,2020-02-20,0
Guernsey,2020-02-20,0
Mauretanien,2020-02-20,0
Ruanda,2020-02-20,0
Saint Lucia,2020-02-20,0
St. Vincent und die Grenadinen,2020-02-20,0
Surinam,2020-02-20,0
Palästina,2020-02-20,0
Kosovo,2020-02-20,0
Zentralafrikanische Republik,2020-02-20,0
Kongo,2020-02-20,0
Äquatorialguinea,2020-02-20,0
Usbekistan,2020-02-20,0
Thailand,2020-02-21,35
Japan,2020-02-21,105
Singapur,2020-02-21,85
Nepal,2020-02-21,1
Malaysia,2020-02-21,22
Kanada,2020-02-21,9
Australien,2020-02-21,19
Kambodscha,2020-02-21,1
Sri Lanka,2020-02-21,1
Deutschland,2020-02-21,16
Finnland,2020-02-21,1
Vereinigte Arabische Emirate,2020-02-21,9
Philippinen,2020-02-21,3
Indien,2020-02-21,3
Italien,2020-02-21,20
Schweden,2020-02-21,1
Spanien,2020-02-21,2
Belgien,2020-02-21,1
Ägypten,2020-02-21,1
Libanon,2020-02-21,1
Irak,2020-02-21,0
Oman,2020-02-21,0
Afghanistan,2020-02-21,0
Bahrain,2020-02-21,0
Kuwait,2020-02-21,0
Algerien,2020-02-21,0
Kroatien,2020-02-21,0
Schweiz,2020-02-21,0
Österreich,2020-02-21,0
Israel,2020-02-21,1
Pakistan,2020-02-21,0
Brasilien,2020-02-21,0
Georgien,2020-02-21,0
Griechenland,2020-02-21,0
Mazedonien,2020-02-21,0
Norwegen,2020-02-21,0
Rumänien,2020-02-21,0
Estland,2020-02-21,0
Niederlande,2020-02-21,0
San Marino,2020-02-21,0
Weißrussland,2020-02-21,0
Island,2020-02-21,0
Litauen,2020-02-21,0
Mexiko,2020-02-21,0
Neuseeland,2020-02-21,0
Nigeria,2020-02-21,0
Irland,2020-02-21,0
Luxemburg,2020-02-21,0
Monaco,2020-02-21,0
Katar,2020-02-21,0
Ecuador,2020-02-21,0
Aserbaidschan,2020-02-21,0
Armenien,2020-02-21,0
Dominikanische Republik,2020-02-21,0
Indonesien,2020-02-21,0
Portugal,2020-02-21,0
Andorra,2020-02-21,0
Lettland,2020-02-21,0
Marokko,2020-02-21,0
Saudi Arabien,2020-02-21,0
Senegal,2020-02-21,0
Argentinien,2020-02-21,0
Chile,2020-02-21,0
Jordanien,2020-02-21,0
Ukraine,2020-02-21,0
Ungarn,2020-02-21,0
Liechtenstein,2020-02-21,0
Polen,2020-02-21,0
Tunesien,2020-02-21,0
Bosnien und Herzegowina,2020-02-21,0
Slowenien,2020-02-21,0
Südafrika,2020-02-21,0
Bhutan,2020-02-21,0
Kamerun,2020-02-21,0
Kolumbien,2020-02-21,0
Costa Rica,2020-02-21,0
Peru,2020-02-21,0
Serbien,2020-02-21,0
Slowakei,2020-02-21,0
Togo,2020-02-21,0
Malta,2020-02-21,0
Martinique,2020-02-21,0
Bulgarien,2020-02-21,0
Malediven,2020-02-21,0
Bangladesch,2020-02-21,0
Paraguay,2020-02-21,0
Albanien,2020-02-21,0
Zypern,2020-02-21,0
Brunei Darussalam,2020-02-21,0
Vereinigte Staaten,2020-02-21,15
Burkina Faso,2020-02-21,0
Vatikanstaat,2020-02-21,0
Mongolei,2020-02-21,0
Panama,2020-02-21,0
China,2020-02-21,75550
Iran,2020-02-21,18
Südkorea,2020-02-21,204
Frankreich,2020-02-21,12
NA,2020-02-21,634
Dänemark,2020-02-21,0
Tschechische Republik,2020-02-21,0
Taiwan,2020-02-21,26
Vietnam,2020-02-21,16
Russische Föderation,2020-02-21,2
Republik Moldau,2020-02-21,0
Bolivien,2020-02-21,0
Honduras,2020-02-21,0
Großbritannien,2020-02-21,9
Demokratische Republik Kongo,2020-02-21,0
Elfenbeinküste,2020-02-21,0
Jamaika,2020-02-21,0
Reunion,2020-02-21,0
Türkei,2020-02-21,0
Kuba,2020-02-21,0
Guyana,2020-02-21,0
Kasachstan,2020-02-21,0
Cayman Inseln,2020-02-21,0
Guadeloupe,2020-02-21,0
Äthiopien,2020-02-21,0
Sudan,2020-02-21,0
Guinea,2020-02-21,0
Aruba,2020-02-21,0
Kenia,2020-02-21,0
Antigua und Barbuda,2020-02-21,0
Uruguay,2020-02-21,0
Ghana,2020-02-21,0
Jersey,2020-02-21,0
Namibia,2020-02-21,0
Seychellen,2020-02-21,0
Trinidad und Tobago,2020-02-21,0
Venezuela,2020-02-21,0
Curacao,2020-02-21,0
Swasiland,2020-02-21,0
Gabun,2020-02-21,0
Guatemala,2020-02-21,0
Guernsey,2020-02-21,0
Mauretanien,2020-02-21,0
Ruanda,2020-02-21,0
Saint Lucia,2020-02-21,0
St. Vincent und die Grenadinen,2020-02-21,0
Surinam,2020-02-21,0
Palästina,2020-02-21,0
Kosovo,2020-02-21,0
Zentralafrikanische Republik,2020-02-21,0
Kongo,2020-02-21,0
Äquatorialguinea,2020-02-21,0
Usbekistan,2020-02-21,0
Thailand,2020-02-22,35
Japan,2020-02-22,122
Singapur,2020-02-22,85
Nepal,2020-02-22,1
Malaysia,2020-02-22,22
Kanada,2020-02-22,9
Australien,2020-02-22,22
Kambodscha,2020-02-22,1
Sri Lanka,2020-02-22,1
Deutschland,2020-02-22,16
Finnland,2020-02-22,1
Vereinigte Arabische Emirate,2020-02-22,13
Philippinen,2020-02-22,3
Indien,2020-02-22,3
Italien,2020-02-22,62
Schweden,2020-02-22,1
Spanien,2020-02-22,2
Belgien,2020-02-22,1
Ägypten,2020-02-22,1
Libanon,2020-02-22,1
Irak,2020-02-22,0
Oman,2020-02-22,0
Afghanistan,2020-02-22,0
Bahrain,2020-02-22,0
Kuwait,2020-02-22,0
Algerien,2020-02-22,0
Kroatien,2020-02-22,0
Schweiz,2020-02-22,0
Österreich,2020-02-22,0
Israel,2020-02-22,1
Pakistan,2020-02-22,0
Brasilien,2020-02-22,0
Georgien,2020-02-22,0
Griechenland,2020-02-22,0
Mazedonien,2020-02-22,0
Norwegen,2020-02-22,0
Rumänien,2020-02-22,0
Estland,2020-02-22,0
Niederlande,2020-02-22,0
San Marino,2020-02-22,0
Weißrussland,2020-02-22,0
Island,2020-02-22,0
Litauen,2020-02-22,0
Mexiko,2020-02-22,0
Neuseeland,2020-02-22,0
Nigeria,2020-02-22,0
Irland,2020-02-22,0
Luxemburg,2020-02-22,0
Monaco,2020-02-22,0
Katar,2020-02-22,0
Ecuador,2020-02-22,0
Aserbaidschan,2020-02-22,0
Armenien,2020-02-22,0
Dominikanische Republik,2020-02-22,0
Indonesien,2020-02-22,0
Portugal,2020-02-22,0
Andorra,2020-02-22,0
Lettland,2020-02-22,0
Marokko,2020-02-22,0
Saudi Arabien,2020-02-22,0
Senegal,2020-02-22,0
Argentinien,2020-02-22,0
Chile,2020-02-22,0
Jordanien,2020-02-22,0
Ukraine,2020-02-22,0
Ungarn,2020-02-22,0
Liechtenstein,2020-02-22,0
Polen,2020-02-22,0
Tunesien,2020-02-22,0
Bosnien und Herzegowina,2020-02-22,0
Slowenien,2020-02-22,0
Südafrika,2020-02-22,0
Bhutan,2020-02-22,0
Kamerun,2020-02-22,0
Kolumbien,2020-02-22,0
Costa Rica,2020-02-22,0
Peru,2020-02-22,0
Serbien,2020-02-22,0
Slowakei,2020-02-22,0
Togo,2020-02-22,0
Malta,2020-02-22,0
Martinique,2020-02-22,0
Bulgarien,2020-02-22,0
Malediven,2020-02-22,0
Bangladesch,2020-02-22,0
Paraguay,2020-02-22,0
Albanien,2020-02-22,0
Zypern,2020-02-22,0
Brunei Darussalam,2020-02-22,0
Vereinigte Staaten,2020-02-22,15
Burkina Faso,2020-02-22,0
Vatikanstaat,2020-02-22,0
Mongolei,2020-02-22,0
Panama,2020-02-22,0
China,2020-02-22,77001
Iran,2020-02-22,28
Südkorea,2020-02-22,433
Frankreich,2020-02-22,12
NA,2020-02-22,634
Dänemark,2020-02-22,0
Tschechische Republik,2020-02-22,0
Taiwan,2020-02-22,26
Vietnam,2020-02-22,16
Russische Föderation,2020-02-22,2
Republik Moldau,2020-02-22,0
Bolivien,2020-02-22,0
Honduras,2020-02-22,0
Großbritannien,2020-02-22,9
Demokratische Republik Kongo,2020-02-22,0
Elfenbeinküste,2020-02-22,0
Jamaika,2020-02-22,0
Reunion,2020-02-22,0
Türkei,2020-02-22,0
Kuba,2020-02-22,0
Guyana,2020-02-22,0
Kasachstan,2020-02-22,0
Cayman Inseln,2020-02-22,0
Guadeloupe,2020-02-22,0
Äthiopien,2020-02-22,0
Sudan,2020-02-22,0
Guinea,2020-02-22,0
Aruba,2020-02-22,0
Kenia,2020-02-22,0
Antigua und Barbuda,2020-02-22,0
Uruguay,2020-02-22,0
Ghana,2020-02-22,0
Jersey,2020-02-22,0
Namibia,2020-02-22,0
Seychellen,2020-02-22,0
Trinidad und Tobago,2020-02-22,0
Venezuela,2020-02-22,0
Curacao,2020-02-22,0
Swasiland,2020-02-22,0
Gabun,2020-02-22,0
Guatemala,2020-02-22,0
Guernsey,2020-02-22,0
Mauretanien,2020-02-22,0
Ruanda,2020-02-22,0
Saint Lucia,2020-02-22,0
St. Vincent und die Grenadinen,2020-02-22,0
Surinam,2020-02-22,0
Palästina,2020-02-22,0
Kosovo,2020-02-22,0
Zentralafrikanische Republik,2020-02-22,0
Kongo,2020-02-22,0
Äquatorialguinea,2020-02-22,0
Usbekistan,2020-02-22,0
Thailand,2020-02-23,35
Japan,2020-02-23,147
Singapur,2020-02-23,89
Nepal,2020-02-23,1
Malaysia,2020-02-23,22
Kanada,2020-02-23,9
Australien,2020-02-23,22
Kambodscha,2020-02-23,1
Sri Lanka,2020-02-23,1
Deutschland,2020-02-23,16
Finnland,2020-02-23,1
Vereinigte Arabische Emirate,2020-02-23,13
Philippinen,2020-02-23,3
Indien,2020-02-23,3
Italien,2020-02-23,155
Schweden,2020-02-23,1
Spanien,2020-02-23,2
Belgien,2020-02-23,1
Ägypten,2020-02-23,1
Libanon,2020-02-23,1
Irak,2020-02-23,0
Oman,2020-02-23,0
Afghanistan,2020-02-23,0
Bahrain,2020-02-23,0
Kuwait,2020-02-23,0
Algerien,2020-02-23,0
Kroatien,2020-02-23,0
Schweiz,2020-02-23,0
Österreich,2020-02-23,0
Israel,2020-02-23,1
Pakistan,2020-02-23,0
Brasilien,2020-02-23,0
Georgien,2020-02-23,0
Griechenland,2020-02-23,0
Mazedonien,2020-02-23,0
Norwegen,2020-02-23,0
Rumänien,2020-02-23,0
Estland,2020-02-23,0
Niederlande,2020-02-23,0
San Marino,2020-02-23,0
Weißrussland,2020-02-23,0
Island,2020-02-23,0
Litauen,2020-02-23,0
Mexiko,2020-02-23,0
Neuseeland,2020-02-23,0
Nigeria,2020-02-23,0
Irland,2020-02-23,0
Luxemburg,2020-02-23,0
Monaco,2020-02-23,0
Katar,2020-02-23,0
Ecuador,2020-02-23,0
Aserbaidschan,2020-02-23,0
Armenien,2020-02-23,0
Dominikanische Republik,2020-02-23,0
Indonesien,2020-02-23,0
Portugal,2020-02-23,0
Andorra,2020-02-23,0
Lettland,2020-02-23,0
Marokko,2020-02-23,0
Saudi Arabien,2020-02-23,0
Senegal,2020-02-23,0
Argentinien,2020-02-23,0
Chile,2020-02-23,0
Jordanien,2020-02-23,0
Ukraine,2020-02-23,0
Ungarn,2020-02-23,0
Liechtenstein,2020-02-23,0
Polen,2020-02-23,0
Tunesien,2020-02-23,0
Bosnien und Herzegowina,2020-02-23,0
Slowenien,2020-02-23,0
Südafrika,2020-02-23,0
Bhutan,2020-02-23,0
Kamerun,2020-02-23,0
Kolumbien,2020-02-23,0
Costa Rica,2020-02-23,0
Peru,2020-02-23,0
Serbien,2020-02-23,0
Slowakei,2020-02-23,0
Togo,2020-02-23,0
Malta,2020-02-23,0
Martinique,2020-02-23,0
Bulgarien,2020-02-23,0
Malediven,2020-02-23,0
Bangladesch,2020-02-23,0
Paraguay,2020-02-23,0
Albanien,2020-02-23,0
Zypern,2020-02-23,0
Brunei Darussalam,2020-02-23,0
Vereinigte Staaten,2020-02-23,15
Burkina Faso,2020-02-23,0
Vatikanstaat,2020-02-23,0
Mongolei,2020-02-23,0
Panama,2020-02-23,0
China,2020-02-23,77022
Iran,2020-02-23,43
Südkorea,2020-02-23,602
Frankreich,2020-02-23,12
NA,2020-02-23,691
Dänemark,2020-02-23,0
Tschechische Republik,2020-02-23,0
Taiwan,2020-02-23,28
Vietnam,2020-02-23,16
Russische Föderation,2020-02-23,2
Republik Moldau,2020-02-23,0
Bolivien,2020-02-23,0
Honduras,2020-02-23,0
Großbritannien,2020-02-23,9
Demokratische Republik Kongo,2020-02-23,0
Elfenbeinküste,2020-02-23,0
Jamaika,2020-02-23,0
Reunion,2020-02-23,0
Türkei,2020-02-23,0
Kuba,2020-02-23,0
Guyana,2020-02-23,0
Kasachstan,2020-02-23,0
Cayman Inseln,2020-02-23,0
Guadeloupe,2020-02-23,0
Äthiopien,2020-02-23,0
Sudan,2020-02-23,0
Guinea,2020-02-23,0
Aruba,2020-02-23,0
Kenia,2020-02-23,0
Antigua und Barbuda,2020-02-23,0
Uruguay,2020-02-23,0
Ghana,2020-02-23,0
Jersey,2020-02-23,0
Namibia,2020-02-23,0
Seychellen,2020-02-23,0
Trinidad und Tobago,2020-02-23,0
Venezuela,2020-02-23,0
Curacao,2020-02-23,0
Swasiland,2020-02-23,0
Gabun,2020-02-23,0
Guatemala,2020-02-23,0
Guernsey,2020-02-23,0
Mauretanien,2020-02-23,0
Ruanda,2020-02-23,0
Saint Lucia,2020-02-23,0
St. Vincent und die Grenadinen,2020-02-23,0
Surinam,2020-02-23,0
Palästina,2020-02-23,0
Kosovo,2020-02-23,0
Zentralafrikanische Republik,2020-02-23,0
Kongo,2020-02-23,0
Äquatorialguinea,2020-02-23,0
Usbekistan,2020-02-23,0
Thailand,2020-02-24,35
Japan,2020-02-24,159
Singapur,2020-02-24,89
Nepal,2020-02-24,1
Malaysia,2020-02-24,22
Kanada,2020-02-24,10
Australien,2020-02-24,22
Kambodscha,2020-02-24,1
Sri Lanka,2020-02-24,1
Deutschland,2020-02-24,16
Finnland,2020-02-24,1
Vereinigte Arabische Emirate,2020-02-24,13
Philippinen,2020-02-24,3
Indien,2020-02-24,3
Italien,2020-02-24,229
Schweden,2020-02-24,1
Spanien,2020-02-24,2
Belgien,2020-02-24,1
Ägypten,2020-02-24,1
Libanon,2020-02-24,1
Irak,2020-02-24,1
Oman,2020-02-24,2
Afghanistan,2020-02-24,1
Bahrain,2020-02-24,1
Kuwait,2020-02-24,1
Algerien,2020-02-24,0
Kroatien,2020-02-24,0
Schweiz,2020-02-24,0
Österreich,2020-02-24,0
Israel,2020-02-24,1
Pakistan,2020-02-24,0
Brasilien,2020-02-24,0
Georgien,2020-02-24,0
Griechenland,2020-02-24,0
Mazedonien,2020-02-24,0
Norwegen,2020-02-24,0
Rumänien,2020-02-24,0
Estland,2020-02-24,0
Niederlande,2020-02-24,0
San Marino,2020-02-24,0
Weißrussland,2020-02-24,0
Island,2020-02-24,0
Litauen,2020-02-24,0
Mexiko,2020-02-24,0
Neuseeland,2020-02-24,0
Nigeria,2020-02-24,0
Irland,2020-02-24,0
Luxemburg,2020-02-24,0
Monaco,2020-02-24,0
Katar,2020-02-24,0
Ecuador,2020-02-24,0
Aserbaidschan,2020-02-24,0
Armenien,2020-02-24,0
Dominikanische Republik,2020-02-24,0
Indonesien,2020-02-24,0
Portugal,2020-02-24,0
Andorra,2020-02-24,0
Lettland,2020-02-24,0
Marokko,2020-02-24,0
Saudi Arabien,2020-02-24,0
Senegal,2020-02-24,0
Argentinien,2020-02-24,0
Chile,2020-02-24,0
Jordanien,2020-02-24,0
Ukraine,2020-02-24,0
Ungarn,2020-02-24,0
Liechtenstein,2020-02-24,0
Polen,2020-02-24,0
Tunesien,2020-02-24,0
Bosnien und Herzegowina,2020-02-24,0
Slowenien,2020-02-24,0
Südafrika,2020-02-24,0
Bhutan,2020-02-24,0
Kamerun,2020-02-24,0
Kolumbien,2020-02-24,0
Costa Rica,2020-02-24,0
Peru,2020-02-24,0
Serbien,2020-02-24,0
Slowakei,2020-02-24,0
Togo,2020-02-24,0
Malta,2020-02-24,0
Martinique,2020-02-24,0
Bulgarien,2020-02-24,0
Malediven,2020-02-24,0
Bangladesch,2020-02-24,0
Paraguay,2020-02-24,0
Albanien,2020-02-24,0
